Food Resource Type,Agency,Location,Operational Status,Operational Notes,Current Process for Distribution,Who They Serve,Address,Latitude,Longitude,Phone Number,Website,Days/Hours,Date Updated
Student To-Go Meals,Seattle Public Schools,Bryant Elementary School,Open,"All students can pick up meals at these sites. Parents, and guardians may pick up meals for students. Students do not need to be in attendance. Meals also available at select bus routes. 

Additional weekend food provided on Fridays.",Drive Up/Walk Up,Seattle Public School Students,"3311 NE 60th St, Seattle, WA 98115",47.6717372,-122.2919969,(206)-252-0000,http://www.seattleschools.org/resources/student_meals,"Mon, Tues, Wed, Thurs, Fri
11:15 am - 1:15 pm",09/04/2020 12:00:00 AM
Student To-Go Meals,Seattle Public Schools,Ballard Community Center,Closed,Meals available for any youth under the age of 18,Drive Up/Walk Up,Youth and Young Adults,"6020 28th Ave NW, Seattle, WA 98107",47.6726806,-122.3921999,,,"Mon, Tues, Wed, Thurs, Fri
9:00 am - 11:00 am
12:00 pm - 3:00 pm",09/04/2020 12:00:00 AM
Student To-Go Meals,Seattle Public Schools,Adams Elementary School,Open,"All students can pick up meals at these sites. Parents, and guardians may pick up meals for students. Students do not need to be in attendance. Meals also available at select bus routes. 

Additional weekend food provided on Fridays.",Drive Up/Walk Up,Seattle Public School Students,"6110 28th Ave NW, Seattle, WA 98107",47.6735299,-122.3910337,(206)-252-0000,http://www.seattleschools.org/resources/student_meals,"Mon, Tues, Wed, Thurs, Fri
11:15 am - 1:15 pm",09/04/2020 12:00:00 AM
Student To-Go Meals,Seattle Public Schools,Sand Point Elementary School,Open,"All students can pick up meals at these sites. Parents, and guardians may pick up meals for students. Students do not need to be in attendance. Meals also available at select bus routes. 

Additional weekend food provided on Fridays.",Drive Up/Walk Up,Seattle Public School Students,"6208 60th Ave NE, Seattle, WA 98115",47.6735363,-122.2628222,(206)-252-0000,http://www.seattleschools.org/resources/student_meals,"Mon, Tues, Wed, Thurs, Fri
11:15 am - 1:15 pm",09/04/2020 12:00:00 AM
Student To-Go Meals,Seattle Public Schools,Ballard High,Closed,"All students can pick up meals at these sites. Parents, and guardians may pick up meals for students. Students do not need to be in attendance. Meals also available at select bus routes",Drive Up/Walk Up,Seattle Public School Students,"1418 NW 65th St, Seattle, WA 98117",47.676859,-122.374338,(206)-252-0000,http://www.seattleschools.org/district/calendars/news/what_s_new/coronavirus_update/resources/student_meals,"Mon, Tues, Wed, Thurs, Fri
11:00 am - 1:00 pm",09/04/2020 12:00:00 AM
Student To-Go Meals,Seattle Public Schools,Eckstein Middle,Open,"All students can pick up meals at these sites. Parents, and guardians may pick up meals for students. Students do not need to be in attendance. Meals also available at select bus routes. 

Additional weekend food provided on Fridays.",Drive Up/Walk Up,Seattle Public School Students,"3003 NE 75th St, Seattle, WA 98115",47.6822785,-122.2949839,(206)-252-0000,http://www.seattleschools.org/resources/student_meals,"Mon, Tues, Wed, Thurs, Fri
11:15 am - 1:15 pm",09/04/2020 12:00:00 AM
Student To-Go Meals,Seattle Public Schools,Whittier Elementary School,Open,"All students can pick up meals at these sites. Parents, and guardians may pick up meals for students. Students do not need to be in attendance. Meals also available at select bus routes. 

Additional weekend food provided on Fridays.",Drive Up/Walk Up,Seattle Public School Students,"1320 NW 75th St, Seattle, WA 98117",47.6836406,-122.3733771,(206)-252-0000,http://www.seattleschools.org/resources/student_meals,"Mon, Tues, Wed, Thurs, Fri
11:15 am - 1:15 pm",09/04/2020 12:00:00 AM
Student To-Go Meals,Seattle Public Schools,Robert Eagle Staff Middle,Open,"All students can pick up meals at these sites. Parents, and guardians may pick up meals for students. Students do not need to be in attendance. Meals also available at select bus routes. 

Additional weekend food provided on Fridays.",Drive Up/Walk Up,Seattle Public School Students,"1330 N 90th St, Seattle, WA 98103",47.694691,-122.3412022,(206)-252-0000,http://www.seattleschools.org/resources/student_meals,"Mon, Tues, Wed, Thurs, Fri
11:15 am - 1:15 pm",09/04/2020 12:00:00 AM
Student To-Go Meals,Seattle Public Schools,North Beach Elementary School,Open,"All students can pick up meals at these sites. Parents, and guardians may pick up meals for students. Students do not need to be in attendance. Meals also available at select bus routes. 

Additional weekend food provided on Fridays.",Drive Up/Walk Up,Seattle Public School Students,"9018 24th Ave NW, Seattle, WA 98117",47.6949054,-122.3871494,(206)-252-0000,http://www.seattleschools.org/resources/student_meals,"Mon, Tues, Wed, Thurs, Fri
11:15 am - 1:15 pm",09/04/2020 12:00:00 AM
Student To-Go Meals,Seattle Public Schools,Olympic View Elementary School,Open,"All students can pick up meals at these sites. Parents, and guardians may pick up meals for students. Students do not need to be in attendance. Meals also available at select bus routes. 

Additional weekend food provided on Fridays.",Drive Up/Walk Up,Seattle Public School Students,"504 NE 95th St, Seattle, WA 98115",47.6981635,-122.3211882,(206)-252-0000,http://www.seattleschools.org/resources/student_meals,"Mon, Tues, Wed, Thurs, Fri
11:15 am - 1:15 pm",09/04/2020 12:00:00 AM
Student To-Go Meals,Seattle Public Schools,Viewlands Elementary School,Open,"All students can pick up meals at these sites. Parents, and guardians may pick up meals for students. Students do not need to be in attendance. Meals also available at select bus routes. 

Additional weekend food provided on Fridays.",Drive Up/Walk Up,Seattle Public School Students,"10525 3rd Ave NW, Seattle, WA 98177",47.7056682,-122.3620181,(206)-252-0000,http://www.seattleschools.org/resources/student_meals,"Mon, Tues, Wed, Thurs, Fri
11:15 am - 1:15 pm",09/04/2020 12:00:00 AM
Student To-Go Meals,Seattle Public Schools,Nathan Hale High,Open,"All students can pick up meals at these sites. Parents, and guardians may pick up meals for students. Students do not need to be in attendance. Meals also available at select bus routes. 

Additional weekend food provided on Fridays.",Drive Up/Walk Up,Seattle Public School Students,"10750 30th Ave NE, Seattle, WA 98125",47.7075788,-122.2941443,(206)-252-0000,http://www.seattleschools.org/resources/student_meals,"Mon, Tues, Wed, Thurs, Fri
11:15 am - 1:15 pm",09/04/2020 12:00:00 AM
Student To-Go Meals,Seattle Public Schools,Northgate Elementary School,Open,"All students can pick up meals at these sites. Parents, and guardians may pick up meals for students. Students do not need to be in attendance. Meals also available at select bus routes. 

Additional weekend food provided on Fridays.",Drive Up/Walk Up,Seattle Public School Students,"11725 1st Ave NE, Seattle, WA 98125",47.7148062,-122.3294813,(206)-252-0000,http://www.seattleschools.org/resources/student_meals,"Mon, Tues, Wed, Thurs, Fri
11:15 am - 1:15 pm",09/04/2020 12:00:00 AM
Student To-Go Meals,Seattle Public Schools,Northacres Park,Closed,Meals available for any youth under the age of 18,Drive Up/Walk Up,Youth and Young Adults,"12718 1st Ave NE, Seattle, WA 98125",47.7220902,-122.3285013,,,"Mon, Tues, Wed, Thurs, Fri
1:00 pm - 4:00 pm",09/04/2020 12:00:00 AM
Student To-Go Meals,Seattle Public Schools,Olympic Hills Elementary,Open,"All students can pick up meals at these sites. Parents, and guardians may pick up meals for students. Students do not need to be in attendance. Meals also available at select bus routes. 

Additional weekend food provided on Fridays.",Drive Up/Walk Up,Seattle Public School Students,"13018 20th Ave NE, Seattle, WA 98125",47.7237217,-122.3066345,(206)-252-0000,http://www.seattleschools.org/resources/student_meals,"Mon, Tues, Wed, Thurs, Fri
11:15 am - 1:15 pm",09/04/2020 12:00:00 AM
Student To-Go Meals,Seattle Public Schools,Bitter Lake Community Center,Closed,Meals available for any youth under the age of 18,Drive Up/Walk Up,Youth and Young Adults,"13035 Linden Ave N, Seattle, WA 98133",47.7240367,-122.3486525,,,"Mon, Tues, Wed, Thurs, Fri
9:00 am - 11:00 am
12:00 pm - 3:00 pm",09/04/2020 12:00:00 AM
Student To-Go Meals,Seattle Public Schools,Broadview Thomson K-8,Open,"All students can pick up meals at these sites. Parents, and guardians may pick up meals for students. Students do not need to be in attendance. Meals also available at select bus routes. 

Additional weekend food provided on Fridays.",Drive Up/Walk Up,Seattle Public School Students,"13052 Greenwood Ave N, Seattle, WA 98133",47.7247913,-122.3549098,(206)-252-0000,http://www.seattleschools.org/resources/student_meals,"Mon, Tues, Wed, Thurs, Fri
11:00 am - 1:00 pm",09/04/2020 12:00:00 AM
Student To-Go Meals,Seattle Public Schools,Little Brook Park,Closed,Meals available for any youth under the age of 18,Drive Up/Walk Up,Youth and Young Adults,"14043 32nd Ave NE, Seattle, WA 98125",47.7312984,-122.2945456,,,"Mon, Tues, Wed, Thurs, Fri
10:00 am - 12:00 pm",09/04/2020 12:00:00 AM
Student To-Go Meals,Shoreline School District,Shorecrest High School,Closed,Last day of summer meals August 17th. Please check the district website for updates,Drive Up/Walk Up,Youth and Young Adults,"15343 25th Ave NE, Shoreline, WA 98155",47.7405503,-122.303323,,http://www.shorelineschools.org/site/Default.aspx?PageID=2498,"Mon, Tues, Wed, Thurs, Fri
11:30 am - 12:30 pm",08/20/2020 12:00:00 AM
Student To-Go Meals,Shoreline School District,Parkwood Elementary School,Closed,Last day of Summer Meals August 14th. Please check the district website for updates,Drive Up/Walk Up,Youth and Young Adults,"1815 N 155th St, Shoreline, WA 98133",47.7406034,-122.3364097,,http://www.shorelineschools.org/Page/7133,"Mon, Tues, Wed, Thurs, Fri
11:30 am - 12:30 pm",08/20/2020 12:00:00 AM
Student To-Go Meals,Shoreline School District,Shoreline Schools Central Kitchen (in Hamlin Park),Open,"Free meal service for all students. Each meal box contains 5 breakfasts and 5 lunches. 

Meal pre-orders must be placed on Wednesdays for pick-up the following Wednesday. The online order form will be open from 12:01am to 11:59pm. Or call the Meal Order Hotline at 206.393.4103.",Drive Up/Walk Up,Youth and Young Adults,"2003 NE 160th Street, Shoreline, WA 98155",47.7412444,-122.304651,(206)-393-4103,http://www.shorelineschools.org/site/Default.aspx?PageID=2498,"Mon, Tues, Wed, Thurs, Fri
4:30 pm - 5:30 pm",09/10/2020 12:00:00 AM
Student To-Go Meals,Shoreline School District,Ridgecrest Elementary School,Closed,Last day of summer meals August 14th. Please check the district website for updates,Drive Up/Walk Up,Youth and Young Adults,"16516 10th Ave NE, Shoreline, WA 98155",47.74942,-122.31699,,http://www.shorelineschools.org/Page/7133,"Mon, Tues, Wed, Thurs, Fri
11:30 am - 12:30 pm",08/20/2020 12:00:00 AM
Student To-Go Meals,Shoreline School District,Shorewood High School,Open,"Free meal service for all students. Each meal box contains 5 breakfasts and 5 lunches. 

Meal pre-orders must be placed on Wednesdays for pick-up the following Wednesday. The online order form will be open from 12:01am to 11:59pm. Or call the Meal Order Hotline at 206.393.4103.",Drive Up/Walk Up,Youth and Young Adults,"17300 Fremont Ave N, Shoreline, WA 98133",47.7545221,-122.3493829,(206)-393-4103,http://www.shorelineschools.org/site/Default.aspx?PageID=2498,"Mon, Tues, Wed, Thurs, Fri
12:00 pm - 1:15 pm",09/10/2020 12:00:00 AM
Student To-Go Meals,Shoreline School District,Meridian Park Elementary School,Open,"Free meal service for all students. Each meal box contains 5 breakfasts and 5 lunches. 

Meal pre-orders must be placed on Wednesdays for pick-up the following Wednesday. The online order form will be open from 12:01am to 11:59pm. Or call the Meal Order Hotline at 206.393.4103.",Drive Up/Walk Up,Youth and Young Adults,"17077 Meridian Ave N, Shoreline, WA 98133",47.7548612,-122.3363907,(206)-393-4103,http://www.shorelineschools.org/site/Default.aspx?PageID=2498,"Mon, Tues, Wed, Thurs, Fri
12:00 pm - 1:15 pm",09/10/2020 12:00:00 AM
Student To-Go Meals,Shoreline School District,Echo Lake Elementary School,Closed,Last day of summer meals August 17th. Please check the district website for updates,Drive Up/Walk Up,Youth and Young Adults,"19345 Wallingford Ave N, Shoreline, WA 98133",47.7700612,-122.3399563,,http://www.shorelineschools.org/Page/7133,"Mon, Tues, Wed, Thurs, Fri
11:30 am - 12:30 pm",08/20/2020 12:00:00 AM
Student To-Go Meals,Shoreline School District,Aldercrest Campus (Cascade K-8 and Home Education Exchange),Closed,Last day of summer meals August 14th. Please check the district website for updates,Drive Up/Walk Up,Youth and Young Adults,"2800 NE 200th St, Shoreline, WA 98155",47.7746034,-122.2994694,,http://www.shorelineschools.org/site/Default.aspx?PageID=2498,"Mon, Tues, Wed, Thurs, Fri
11:30 am - 12:30 pm",08/20/2020 12:00:00 AM
Student To-Go Meals,Skykomish School District,,Limited Operations,Meal delivery available to enrolled students upon request.,Home Delivery,Youth and Young Adults,"105 N 6th St, Skykomish, WA 98288",47.7094106,-121.362379,(360)-677-2623,http://www.skykomish.wednet.edu/departments/food-services,,09/11/2020 12:00:00 AM
Student To-Go Meals,Skykomish School District,Baring Store,Closed,Please call the school at (360)677-2623 x 0 by 3:00 each day to pick up food the following day,Drive Up/Walk Up,Youth and Young Adults,"63501 Stevens Pass Hwy, Baring, WA 98224",47.7725504,-121.4862,,http://resources.finalsite.net/images/v1584382257/psesdorg/eg26iwcj6jcylmnlyuhi/FoodServicePlan.pdf,"Mon, Tues, Wed, Thurs, Fri
11:30 am -",06/25/2020 12:00:00 AM
Meal,Snoqualmie Valley Alliance Church,,Closed,Closed,Closed,Contact Agency for Any Eligibility Requirements,"location under the James Street Bridge, Seattle, WA",47.6045299,-122.3272009,(425)-441-8364,http://www.svachurch.org/,Closed,10/02/2020 12:00:00 AM
Food Bank,Snoqualmie Valley Food Bank,,Limited Operations,Food bank open but the Mobile Food Bank Van has been cancelled.,Drive Up/Walk Up,General Public,"122 E 3rd St, North Bend, WA 98045",47.4962806,-121.783458,(425)-888-7832,http://www.snoqualmievalleyfoodbank.org/,"Wed: 9:30 am - 4:30 pm 

Kids School Weekend Backpack pick ups:
Fri:10:00 am - 12:00 pm",10/30/2020 12:00:00 AM
Student To-Go Meals,Snoqualmie Valley School District,Opstad Elementary School,Open,"FREE school meal service – breakfast and lunch on school days – for any youth ages 0-18, whether enrolled or not in school. 9 bus routes also available.

Online pre-order form encouraged but not required. 

Weekend Pack Program available each Friday.",Drive Up/Walk Up,Youth and Young Adults,"1345 Stilson Ave SE, North Bend, WA 98045",47.480346,-121.766986,(425)-831-8009,http://www.svsd410.org/site/default.aspx?PageType=3&DomainID=4&ModuleInstanceID=39&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=26631&PageID=1,"Mon, Tues, Wed, Thurs, Fri
11:15 am - 12:30 pm",09/10/2020 12:00:00 AM
Student To-Go Meals,Snoqualmie Valley School District,North Bend Elementary School,Open,"FREE school meal service – breakfast and lunch on school days – for any youth ages 0-18, whether enrolled or not in school. 9 bus routes also available.

Online pre-order form encouraged but not required. 

Weekend Pack Program available each Friday.",Drive Up/Walk Up,Youth and Young Adults,"400 E 3rd St, North Bend, WA, 98045",47.4939365,-121.7792348,(425)-831-8009,http://www.svsd410.org/site/default.aspx?PageType=3&DomainID=4&ModuleInstanceID=39&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=26631&PageID=1,"Mon, Tues, Wed, Thurs, Fri
11:15 am - 12:30 pm",09/10/2020 12:00:00 AM
Student To-Go Meals,Snoqualmie Valley School District,Snoqualmie Elementary School,Closed,"FREE school meal service – breakfast and lunch on school days – for any youth ages 0-18, whether enrolled or not in school. 9 bus routes also available.

Online pre-order form encouraged but not required. 

Weekend Pack Program available each Friday.",Drive Up/Walk Up,Youth and Young Adults,"39801 SE Park St, Snoqualmie, WA 98065",47.5231459,-121.8098248,(425)-831-8009,http://www.svsd410.org/site/default.aspx?PageType=3&DomainID=4&ModuleInstanceID=39&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=26631&PageID=1,"Mon, Tues, Wed, Thurs, Fri
11:15 am - 12:30 pm",09/10/2020 12:00:00 AM
Student To-Go Meals,Snoqualmie Valley School District,Mount Si High School,Open,"FREE school meal service – breakfast and lunch on school days – for any youth ages 0-18, whether enrolled or not in school. 9 bus routes also available.

Online pre-order form encouraged but not required. 

Weekend Pack Program available each Friday.",Drive Up/Walk Up,Youth and Young Adults,"8651 Meadowbrook Way SE, Snoqualmie, WA 98065",47.5233143,-121.8158948,(425)-831-8009,http://www.svsd410.org/site/default.aspx?PageType=3&DomainID=4&ModuleInstanceID=39&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=26631&PageID=1,"Mon, Tues, Wed, Thurs, Fri
11:15 am - 12:30 pm",09/10/2020 12:00:00 AM
Student To-Go Meals,Snoqualmie Valley School District,Cascade View Elementary School,Open,"FREE school meal service – breakfast and lunch on school days – for any youth ages 0-18, whether enrolled or not in school. 9 bus routes also available.

Online pre-order form encouraged but not required. 

Weekend Pack Program available each Friday.",Drive Up/Walk Up,Youth and Young Adults,"34816 SE Ridge St, Snoqualmie, WA 98065",47.5324905,-121.8758172,(425)-831-8009,http://www.svsd410.org/site/default.aspx?PageType=3&DomainID=4&ModuleInstanceID=39&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=26631&PageID=1,"Mon, Tues, Wed, Thurs, Fri
11:15 am - 12:30 pm",09/10/2020 12:00:00 AM
Student To-Go Meals,Snoqualmie Valley School District,Fall City Elementary School,Open,"FREE school meal service – breakfast and lunch on school days – for any youth ages 0-18, whether enrolled or not in school. 9 bus routes also available.

Online pre-order form encouraged but not required. 

Weekend Pack Program available each Friday.",Drive Up/Walk Up,Youth and Young Adults,"33314 SE 42nd St, Fall City, WA 98024",47.5694048,-121.8961473,(425)-831-8009,http://www.svsd410.org/site/default.aspx?PageType=3&DomainID=4&ModuleInstanceID=39&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=26631&PageID=1,"Mon, Tues, Wed, Thurs, Fri
11:15 am - 12:30 pm",09/10/2020 12:00:00 AM
Meal,Snoqualmie Valley Shelter Resource Center,American Legion Post,Open,"For those without transportation food & supply delivery available Sunday through Thursday from 9am-12pm anywhere in the Snoqualmie Valley & Preston. Call for assistance.

Also have free hot showers, laundry service, hygiene supplies, some camping supplies & clothing as well as support applying for food benefits and cell phones.",Drive Up/Walk Up,Contact Agency for Any Eligibility Requirements,"38625 SE River St, Snoqualmie, WA 98065",47.5266927,-121.8255624,(425)-773-2874,http://www.svshelterservices.org/resource-center.html,"Sun, Mon, Tues, Wed, Thurs
1:00 pm - 4:00 pm",06/09/2020 12:00:00 AM
Food Bank,Society of St Vincent de Paul Council,Georgetown Food Bank,Limited Operations,Pre-packaged grocery bags of perishable and non-perishable items can be picked up out front. Clothing and hygiene items available upon request.,Drive Up/Walk Up,General Public,"5972 4th Ave S, Seattle, WA 98108",47.5486194,-122.3291318,(206)-686-5260,http://www.svdpseattle.org/get-help/food-bank/,"Tues: 11:00 am - 2:00 pm
Thurs: 11:00 am - 2:00 pm
Fri: 11:00 am - 2:00 pm",10/29/2020 12:00:00 AM
Food Bank,Sojourner Place,,Closed,"Distributing boxes or bags that are packed based on guests' needs
Distributing cold/shelf-stable no-cook meals
Distributing hot meals to go",,,"5071 8th Ave NE, Seattle, WA 98105",47.6669677,-122.3198506,(206)-545-4200,,,10/30/2020 12:00:00 AM
Food Bank & Meal,Sound Generations,South Park Senior Center,Limited Operations,"Please call ahead for availability and please visit the website for virtual activities www.spseniors.org

For Food Bank Home Delivery by Providence Regina House call (206)-763-9204.",Home Delivery and Drive Up/Walk Up,"Meals: Older Adults 60+ and Eligible Participants

Food Bank by Providence Regina House: Contact Agency for Any Eligibility Requirements at (206)-763-9204","8201 10th Ave S, Seattle, WA 98108",47.5296153,-122.320528,(206)-727-6248,http://www.soundgenerations.org/our-programs/food-security/community-dining/,"Call for meal information

Food Bank available by Providence Regina House:
Thurs: 12:30 pm - 2:00 pm
Sat: 9:00 am - 12:00 pm",10/29/2020 12:00:00 AM
Food Bank & Meal,Sound Generations,West Seattle Senior Center,Limited Operations,Meals and food bags are also being delivered to seniors in their homes--call (206)-932-4044 ext. 1,Home Delivery and Drive Up/Walk Up,Older Adults 60+ and Eligible Participants,"4217 SW Oregon St, Seattle, WA 98116",47.5626975,-122.3864553,(206)-727-6248,http://sc-ws.org/,"Food Bank:
Tues: 9:00 am

Meals (sack lunches): 
Mon, Tues, Wed, Thurs, Fri
11:45 am - 12:30 pm",10/29/2020 12:00:00 AM
Food Bank & Meal,Sound Generations,Northshore Senior Center,Limited Operations,Please call ahead for availability,Home Delivery and Drive Up/Walk Up,Older Adults 60+ and Eligible Participants,"10201 E Riverside Dr, Bothell, WA 98011",47.7560448,-122.2026247,(425)-487-2441,http://www.northshoreseniorcenter.org/,"Pop Up Pantry:
Tues: 9:00 am - 12:00 pm
Thurs: 5:00 pm - 8:00 pm
Sat: 9:00 am - 12:00 pm

Meals:
Mon, Tues, Wed, Thurs, Fri
11:45 am - 12:15 pm",10/29/2020 12:00:00 AM
Meal,Sound Generations,Renton Senior Center,Limited Operations,"Please call ahead for availability

The senior center's drop-in lunch program now features sack lunches. They will be available for drive through pick-up Monday through Friday from 11:30 a.m. to 12:00 p.m.",Home Delivery and Drive Up/Walk Up,Older Adults 60+ and Eligible Participants,"211 Burnett Ave N, Renton, WA 98057",47.4861262,-122.2077373,(425)-430-6633,http://www.rentonwa.gov/cms/one.aspx?pageId=8715840,"Mon, Tues, Wed, Thurs, Fri 
11:30 am - 12:00 pm",10/02/2020 12:00:00 AM
Meal,Sound Generations,First Tongan Senior Association,Limited Operations,Please send an email to mailto:packersina@gmail.com for more information.,Home Delivery and Drive Up/Walk Up,"Older Adults 60+ and Eligible Participants
Meal times by Pacific Asian Empowerment Program: Contact Agency for Any Eligibility Requirements at (206)-324-0236","9001 9th Ave SW, Seattle, WA 98106",47.5225031,-122.3471612,(206)-727-6248,http://www.soundgenerations.org/our-programs/food-security/community-dining/,"Tues
10:00 am - 1:00 pm

Additional Meal times provided by Pacific Asian Empowerment Program:
Mon, Wed, Fri
10:00 am - 1:00 pm",10/02/2020 12:00:00 AM
Meal,Sound Generations,East African Senior Program (RBUFW),Limited Operations,Please call ahead for availability,Home Delivery,Older Adults 60+ and Eligible Participants,"5513 S Cloverdale St, Seattle, WA 98118",47.5261434,-122.2624573,(206)-727-6248,http://www.soundgenerations.org/our-programs/food-security/community-dining/,Delivery only,10/02/2020 12:00:00 AM
Meal,Sound Generations,Ethiopian Community of Seattle,Limited Operations,"Grocery bags delivered two times per month

Please call ahead for availability",Home Delivery,Older Adults 60+ and Eligible Participants,"8323 Rainier Ave S, Seattle, WA 98118",47.5284108,-122.27035,(206)-727-6248,http://www.soundgenerations.org/our-programs/food-security/community-dining/,Grocery bags to be delivered twice monthly - days TBD,10/02/2020 12:00:00 AM
Meal,Sound Generations,American Polynesian Organization and International Drop-In Center,Open,"Seniors 60+; or Spouse of senior, or any disabled adult.  Under 60? Please pay $10. Please call in advance.",Drive Up/Walk Up,Older Adults 60+ and Eligible Participants,"7301 Beacon Ave , Seattle, WA 98108",47.5364556,-122.2934033,(206)-727-6248,http://www.soundgenerations.org/our-programs/food-security/community-dining/,"Tues
11:30 am - 12:00 pm",10/02/2020 12:00:00 AM
Meal,Sound Generations,Southeast Seattle Senior Center,Limited Operations,"Please call ahead for availability and ask for Jamie Clark.
Seniors 60+; or Spouse of senior, or any disabled adult.  Under 60? Please pay $10",Home Delivery and Drive Up/Walk Up,Older Adults 60+ and Eligible Participants,"4655 South Holly Street, Seattle, WA 98118",47.5422737,-122.2729875,(206)-722-0317,http://www.soundgenerations.org/our-programs/food-security/community-dining/,"Mon, Tues, Wed, Thurs, Fri
11:45 am - 12:30 pm",10/02/2020 12:00:00 AM
Meal,Sound Generations,Central Area Senior Center,Limited Operations,"Please call ahead for availability
Monday: Pickup Only
Tuesday - Friday: Pick up and Delivery (call ahead)
Limited delivery available",Home Delivery and Drive Up/Walk Up,Older Adults 60+ and Eligible Participants,"500 30th Ave S, Seattle, WA 98144",47.597467,-122.2932771,(206)-726-4926,http://www.soundgenerations.org/our-programs/food-security/community-dining/,"Mon, Tues, Wed, Thurs, Fri
12:00 pm - 1:00 pm",10/02/2020 12:00:00 AM
Meal,Sound Generations,Kawabe Memorial House,Limited Operations,Only providing meals to their residents at this time. Please make a reservation 2 days in advance by calling (206)-322-4550,Drive Up/Walk Up,Older Adults 60+ and Eligible Participants,"221 18th Ave S, Seattle, WA 98144",47.6003875,-122.3092827,(206)-322-4550,http://www.soundgenerations.org/our-programs/food-security/community-dining/,"Mon, Tues, Wed, Thurs, Fri
11:00 am - 12:00 pm",10/02/2020 12:00:00 AM
Meal,Sound Generations,Sno-Valley Senior Center,Limited Operations,"Meals on Wheels available, and call the day before to order the next days meal",Drive Up/Walk Up,Older Adults 60+ and Eligible Participants,"4610 Stephens Ave, Carnation, WA 98014",47.6488782,-121.914727,(425)-333-4152,http://www.snovalleysenior.org/,"Mon, Tues, Wed, Thurs, Fri
12:00 pm - 12:45 pm",10/02/2020 12:00:00 AM
Meal,Sound Generations,Ballard NW Senior Center,Limited Operations,"Lunch takeout-pick up meals are to be picked up at the center front door on a first come first served basis, and delivery is available in the area on Tuesday and Thursdays",Home Delivery and Drive Up/Walk Up,Older Adults 60+ and Eligible Participants,"5429 32nd NW, Seattle, WA 98017",47.6684176,-122.3987072,(206)-297-0403,http://www.soundgenerations.org/our-programs/food-security/community-dining/,"To-go Meals:
Mon, Tues, Wed, Thurs: 12:00 pm - 1:00 pm

Delivery: 
Tues & Thurs: 12:00 pm - 1:00 pm",10/02/2020 12:00:00 AM
Meal,Sound Generations,Greenwood Senior Center,Limited Operations,"Phinney Ridge also has meals at this site.
Please contact for requirements.
Seniors 60+; or Spouse of senior, or any disabled adult.  Under 60? Please pay $10",Drive Up/Walk Up,Older Adults 60+ and Eligible Participants,"525 N 85th Street, Seattle, WA 98103",47.6904002,-122.3509931,(206)-297-0875,http://www.soundgenerations.org/our-programs/food-security/community-dining/,"Greenwood Meals:
Wed, Fri
12:00 pm - 12:45 pm

Phinney Ridge Meals:
Tues: 11:00 am - 1:00 pm
Tues: 4:00 pm - 6:00 pm",10/02/2020 12:00:00 AM
Meal,Sound Generations,Hunger Intervention Program - Lake City Community Ctr,Limited Operations,"To go lunches will be available in the Lake City Community Center parking lot.

Limited delivery available, and not on Tues. or Thurs.

Tuesday and Thursday meals provided by Bounce Back.",Home Delivery and Drive Up/Walk Up,Older Adults 60+ and Eligible Participants,"12531 28th Ave NE, Seattle, WA 98125",47.7203524,-122.2981048,(206)-707-1865,http://www.soundgenerations.org/our-programs/food-security/community-dining/,"Mon, Wed, Fri
12:30 pm - 1:30 pm",10/02/2020 12:00:00 AM
Meal,Sound Generations,Shoreline Lake Forest Park Senior Center,Limited Operations,"Meals on Wheels, call Tuesday 9:00 am - 12:00 pm to order

To go or hot meals are available for pick up or delivery (delivery is limited)",Home Delivery and Drive Up/Walk Up,Older Adults 60+ and Eligible Participants,"18560 1st Ave NE # 1, Shoreline, WA 98155",47.7656663,-122.3291856,(206)-365-1536,http://www.shorelinelfpseniorcenter.org/,"For pick up or delivery call between 9:00 am - 9:30 am

For pick up:
Mon, Tues, Wed, Thurs, Fri
11:45 am - 12:15 pm",10/02/2020 12:00:00 AM
Meal,Sound Generations & SPS,Yesler Community Center,Limited Operations,"East African Senior Meal Program: Please call ahead for availability

Summer Food Program: Walk up for meals",Home Delivery and Drive Up/Walk Up,Contact Agency for Any Eligibility Requirements,"917 E Yesler Way, Seattle, WA 98122",47.60151,-122.3202219,(206)-727-6248,http://www.soundgenerations.org/our-programs/food-security/community-dining/,"East African Senior Program:
Thurs, Sat
11:45 am - 1:30 pm

Youth 18 and under Summer Food Program:
Mon, Tues, Wed, Thurs, Fri:
9:00 am - 12:00 pm
12:00 pm - 3:00 pm",10/02/2020 12:00:00 AM
